event	role	p1	early_p1	eligible_p1	pool_p1	early_count	eligible_count	pool_count	remaining_min	remaining_max	truth
1036082	1	64360	64360	64360	64948	0	0	1	6	6	1
1036083	1	64718	64718	64718	65127	0	0	1	5	5	1
1036084	1	79	79	79	40	0	0	1	4	4	0
1036085	1	79	79	79	40	0	0	1	3	3	0
1036086	1	65486	65486	65486	65511	0	0	1	2	2	1
1036087	1	65474	65474	65474	65505	0	0	1	1	1	1
1048064	1	63	63	63	32	0	0	1	24	24	0
1048065	1	65531	65531	65531	65533	0	0	1	23	23	1
1048066	1	65521	65521	65521	65528	0	0	1	22	22	1
1048067	1	30581	30581	30581	15291	0	0	1	21	21	0
1048068	1	32013	32013	32013	48774	0	0	1	20	20	0
1056104	0	103	52	52	52	1	5	16	32	96	0
1056105	0	65521	65528	65528	65528	1	5	16	31	95	1
1056106	0	65507	65521	65521	65521	1	5	16	30	94	1
1056107	0	23391	11696	11696	13744	1	5	16	29	93	1
1056108	0	4699	4699	4699	35117	0	0	1	36	36	0
1073736	0	19	10	10	10	1	5	16	32	96	0
1073737	0	65529	65532	65532	65532	1	5	16	31	95	1
1073738	0	65525	65530	65530	65530	1	5	16	30	94	1
1073739	0	17559	8780	8780	10828	1	5	16	29	93	1
1073740	0	2455	2455	2455	33995	0	0	1	36	36	0
1075280	0	27	14	14	14	1	5	16	32	96	0
1075281	0	65484	65510	65510	65510	1	5	16	31	95	1
1075282	0	65513	65524	65524	65524	1	5	16	30	94	1
1075283	0	32866	16434	16434	18482	1	5	16	29	93	0
1075284	0	43674	21838	34945	30576	1	5	15	28	92	1
1075285	0	54430	54430	59983	59983	0	2	4	51	67	1
1075286	0	20719	20719	43127	34935	0	2	4	50	66	0
1075287	0	27739	27739	27739	46637	0	0	1	49	49	0
1075632	0	13	13	13	7	0	0	1	24	24	0
1075633	0	1499	1499	1499	33517	0	0	1	23	23	0
1075696	0	249	125	125	125	1	5	16	32	96	0
1075697	0	65521	65528	65528	65528	1	5	16	31	95	1
1075698	0	65513	65524	65524	65524	1	5	16	30	94	1
1075699	0	21795	10898	10898	12946	1	5	16	29	93	0
1075700	0	40946	20474	33581	29212	1	5	15	28	92	0
1075701	0	44534	55035	33190	25247	1	3	11	27	91	0
1075702	0	58778	58778	62157	55604	0	2	10	26	90	1
1075703	0	50458	50458	25230	25230	0	2	8	25	89	1
1080728	1	47	47	47	24	0	0	1	64	64	0
1080729	1	65376	65376	65376	65456	0	0	1	63	63	1
1080730	1	65438	65438	65438	65487	0	0	1	62	62	1
1080731	1	11623	11623	11623	5812	0	0	1	61	61	1
1090864	0	17	17	17	9	0	0	1	24	24	0
1090865	0	10447	10447	10447	37991	0	0	1	23	23	0
1093096	1	35	35	35	18	0	0	1	32	32	0
1093097	1	33084	33084	33084	49310	0	0	1	31	31	0
1094712	0	27	14	14	14	1	5	16	32	96	0
1094713	0	65515	65525	65525	65525	1	5	16	31	95	1
1094714	0	65521	65528	65528	65528	1	5	16	30	94	1
1094715	0	13273	6637	6637	8685	1	5	16	29	93	0
1094716	0	39278	19640	32747	28378	1	5	15	28	92	0
1094717	0	25147	45341	23496	15553	1	3	11	27	91	0
1094718	0	64942	64942	65239	58686	0	2	10	26	90	1
1094719	0	48458	48458	24230	24230	0	2	8	25	89	0
1094720	0	79	79	40	40	0	2	8	24	88	0
1094721	0	62678	62678	64107	64107	0	2	8	23	87	1
1094722	0	65486	65486	65511	65511	0	2	8	22	86	1
1094723	0	11581	11581	5791	5791	0	2	8	21	85	0
1094724	0	20077	20077	10039	10039	0	2	8	20	84	0
1094725	0	33854	33854	33312	29216	0	2	8	19	83	1
1094726	0	505	505	253	253	0	1	3	18	82	0
1094727	0	60966	60966	30484	52329	0	1	3	17	81	1
1094728	0	39	39	39	20	0	0	2	16	80	0
1094729	0	56774	56774	56774	61155	0	0	2	15	79	0
1094920	0	23	12	12	12	1	5	16	32	96	0
1094921	0	65529	65532	65532	65532	1	5	16	31	95	1
1094922	0	65525	65530	65530	65530	1	5	16	30	94	1
1094923	0	1631	816	816	2864	1	5	16	29	93	0
1094924	0	2119	1060	14167	9798	1	5	15	28	92	0
1094925	0	725	33130	11285	3342	1	3	11	27	91	0
1094926	0	65509	65509	65522	58969	0	2	10	26	90	1
1094927	0	95	95	48	48	0	2	8	25	89	0
1094928	0	41	41	21	21	0	2	8	24	88	0
1094929	0	65092	65092	65314	65314	0	2	8	23	87	1
1094930	0	65521	65521	65528	65528	0	2	8	22	86	1
1094931	0	281	281	141	141	0	2	8	21	85	0
1094932	0	303	303	152	152	0	2	8	20	84	0
1094933	0	65074	65074	48922	44826	0	2	8	19	83	1
1094934	0	13	13	7	7	0	1	3	18	82	0
1094935	0	65519	65519	32760	54605	0	1	3	17	81	1
1094936	0	17	17	17	9	0	0	2	16	80	0
1094937	0	3079	3079	3079	34307	0	0	2	15	79	0
1098760	1	15	15	15	8	0	0	1	40	40	0
1098761	1	52302	52302	52302	58919	0	0	1	39	39	0
1127400	0	35	18	18	18	1	6	13	32	96	0
1127401	0	65396	65466	65466	65466	1	6	13	31	95	1
1127402	0	65511	65523	65523	65523	1	6	13	30	94	1
1127403	0	1847	924	924	3445	1	6	13	29	93	0
1127404	0	1885	943	11865	11865	1	6	12	28	92	0
1127405	0	671	33103	8528	4432	1	4	8	27	91	0
1127406	0	65513	65513	65524	60843	0	3	7	26	90	1
1127407	0	259	259	130	130	0	3	6	25	89	0
1127408	0	67	67	34	34	0	3	6	24	88	0
1127409	0	64004	64004	64770	64770	0	3	6	23	87	1
1127410	0	65513	65513	65524	65524	0	3	6	22	86	1
1127411	0	1397	1397	699	699	0	3	6	21	85	0
1127412	0	1695	1695	848	848	0	3	6	20	84	0
1127413	0	53266	53266	48479	43018	0	3	6	19	83	1
1127414	0	29	29	15	15	0	2	3	18	82	0
1127415	0	65234	65234	49002	54463	0	2	3	17	81	1
1127416	0	167	167	84	84	0	1	2	16	80	0
1127417	0	26009	26009	45772	45772	0	1	2	15	79	0
1128768	0	19	10	10	10	1	6	13	32	96	0
1128769	0	65521	65528	65528	65528	1	6	13	31	95	1
1128770	0	65511	65523	65523	65523	1	6	13	30	94	1
1128771	0	397	199	199	2720	1	6	13	29	93	0
1128772	0	327	164	11086	11086	1	6	12	28	92	0
1128773	0	131	32833	8258	4162	1	4	8	27	91	0
1128774	0	65513	65513	65524	60843	0	3	7	26	90	1
1128775	0	31	31	16	16	0	3	6	25	89	0
1128776	0	89	89	45	45	0	3	6	24	88	0
1128777	0	65374	65374	65455	65455	0	3	6	23	87	1
1128778	0	65523	65523	65529	65529	0	3	6	22	86	1
1128779	0	27	27	14	14	0	3	6	21	85	0
1128780	0	53	53	27	27	0	3	6	20	84	0
1128781	0	65461	65461	54576	49115	0	3	6	19	83	1
1128782	0	21	21	11	11	0	2	3	18	82	0
1128783	0	65517	65517	49143	54604	0	2	3	17	81	1
1128784	0	25	25	13	13	0	1	2	16	80	0
1128785	0	299	299	32917	32917	0	1	2	15	79	0
1135600	0	11	11	6	6	0	1	1	24	24	0
1135601	0	87	87	32811	32811	0	1	1	23	23	0
1168936	1	11	11	11	6	0	0	1	24	24	0
1168937	1	65372	65372	65372	65454	0	0	1	23	23	1
1168938	1	65519	65519	65519	65527	0	0	1	22	22	1
1168939	1	65509	65509	65509	65522	0	0	1	21	21	1
1168940	1	15	15	15	8	0	0	1	20	20	0
1168941	1	65521	65521	65521	65528	0	0	1	19	19	1
1168942	1	13	13	13	7	0	0	1	18	18	0
1168943	1	65531	65531	65531	65533	0	0	1	17	17	1
1168944	1	9	9	9	5	0	0	1	16	16	0
1168945	1	65523	65523	65523	65529	0	0	1	15	15	1
1168946	1	65523	65523	65523	65529	0	0	1	14	14	1
1168947	1	23	23	23	12	0	0	1	13	13	0
1168948	1	65445	65445	65445	65490	0	0	1	12	12	1
1168949	1	65513	65513	65513	65524	0	0	1	11	11	1
1168950	1	65523	65523	65523	65529	0	0	1	10	10	1
1168951	1	65521	65521	65521	65528	0	0	1	9	9	1
1168952	1	19	19	19	10	0	0	1	8	8	0
1168953	1	65527	65527	65527	65531	0	0	1	7	7	1
1168954	1	65517	65517	65517	65526	0	0	1	6	6	1
1168955	1	65513	65513	65513	65524	0	0	1	5	5	1
1168956	1	23	23	23	12	0	0	1	4	4	0
1168957	1	65521	65521	65521	65528	0	0	1	3	3	1
1168958	1	11	11	11	6	0	0	1	2	2	0
1168959	1	21	21	21	11	0	0	1	1	1	0
1169024	1	15	15	15	8	0	0	1	24	24	0
1169025	1	65476	65476	65476	65506	0	0	1	23	23	1
1169026	1	65521	65521	65521	65528	0	0	1	22	22	1
1169027	1	65498	65498	65498	65517	0	0	1	21	21	1
1169028	1	15	15	15	8	0	0	1	20	20	0
1169029	1	65523	65523	65523	65529	0	0	1	19	19	1
1169030	1	15	15	15	8	0	0	1	18	18	0
1169031	1	65527	65527	65527	65531	0	0	1	17	17	1
1169032	1	13	13	13	7	0	0	1	16	16	0
1169033	1	65505	65505	65505	65520	0	0	1	15	15	1
1169034	1	65521	65521	65521	65528	0	0	1	14	14	1
1169035	1	45	45	45	23	0	0	1	13	13	0
1169036	1	65110	65110	65110	65323	0	0	1	12	12	1
1169037	1	65496	65496	65496	65516	0	0	1	11	11	1
1169038	1	65519	65519	65519	65527	0	0	1	10	10	1
1169039	1	65521	65521	65521	65528	0	0	1	9	9	1
1169040	1	23	23	23	12	0	0	1	8	8	0
1169041	1	65513	65513	65513	65524	0	0	1	7	7	1
1169042	1	65521	65521	65521	65528	0	0	1	6	6	1
1169043	1	65492	65492	65492	65514	0	0	1	5	5	1
1169044	1	25	25	25	13	0	0	1	4	4	0
1169045	1	65509	65509	65509	65522	0	0	1	3	3	1
1169046	1	15	15	15	8	0	0	1	2	2	0
1169047	1	41	41	41	21	0	0	1	1	1	0
