block,count,faction,seat,backend,treatment,score,winShare,firstProductiveProjectEra,productiveProjectEras,projectComputeGained,agiDeclared,capability,customers,trust,productions,report,reportSha256,outcomes,outcomesSha256
26,4,vertical_empire,1,greedy,baseline,10,0,,0,0,False,7,2,3,4,evidence/studies/simulation/20260906T220008158Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-26-1x4-baseline-b93d74cb-9bae-41fd-9644-e3f6bec1adba.json,sha256:99730c8db5fdbb601552558159d7b745ae846f01df7a30534bfdccb4d2fd5f97,evidence/studies/simulation/20260906T220008158Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-26-1x4-baseline-b93d74cb-9bae-41fd-9644-e3f6bec1adba-outcomes.json,sha256:368006105169e7ed0a0b6428162430314297c7751329f7b69d2e1a7380d9e39b
26,4,vertical_empire,1,greedy,infrastructure_plan_v1,21,0,3,2,6,False,11,4,1,4,evidence/studies/simulation/20260906T220008500Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-26-1x4-infrastructure-plan-v1-748c4d5e-0d8c-482d-97e8-17b919faeb9b.json,sha256:25dae72648e6655e11964d19aa807e26101756ee250d62955772c87337aeef28,evidence/studies/simulation/20260906T220008500Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-26-1x4-infrastructure-plan-v1-748c4d5e-0d8c-482d-97e8-17b919faeb9b-outcomes.json,sha256:368f5d00238ad1830b88b71bc5927a165bfc6d5e20c0bdd903e25069ba42079e
26,4,vertical_empire,1,greedy,research_deploy_plan_v1,25,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220008843Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-26-1x4-research-deploy-plan-v1-4eb58766-3b95-46ad-b713-f4fa6018d0ed.json,sha256:76023110a03605bb3d8daffa7a0368df62f00810f7a301ed4a9c417c54ad79d1,evidence/studies/simulation/20260906T220008843Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-26-1x4-research-deploy-plan-v1-4eb58766-3b95-46ad-b713-f4fa6018d0ed-outcomes.json,sha256:51d14ee71cd48227f28f24f5555df50a4fcc062c00a762e897b3bddab5318f5e
27,4,vertical_empire,1,weighted,baseline,12,0,,0,0,False,6,2,4,4,evidence/studies/simulation/20260906T220009188Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-27-1x4-baseline-93212eb8-90e0-4cfd-a666-90080a8189db.json,sha256:97572584daf1d130997938e60ca4a50f59a38d1f1eb6d1ac86e0863e9722d465,evidence/studies/simulation/20260906T220009188Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-27-1x4-baseline-93212eb8-90e0-4cfd-a666-90080a8189db-outcomes.json,sha256:e923b270b666eef11b4d3cfd5ffd528f3d1ecfe378515572b77ff2074eaf8964
27,4,vertical_empire,1,weighted,infrastructure_plan_v1,22,1,,0,0,False,9,4,6,4,evidence/studies/simulation/20260906T220009536Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-27-1x4-infrastructure-plan-v1-6428bc8e-f5c3-42a4-b7ba-71c78c567a1f.json,sha256:86bbaec239a75e2e854dc5ba7ec6a8638fc17c919f4def45e920ba1a247ef101,evidence/studies/simulation/20260906T220009536Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-27-1x4-infrastructure-plan-v1-6428bc8e-f5c3-42a4-b7ba-71c78c567a1f-outcomes.json,sha256:d49eb7841665f769b255f63777800c7cbee4691e81316136ce3c77ba1e8507b2
27,4,vertical_empire,1,weighted,research_deploy_plan_v1,19,1,,0,0,False,8,4,6,4,evidence/studies/simulation/20260906T220009892Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-27-1x4-research-deploy-plan-v1-2990187e-5fff-4385-8394-5ff1db5a46f2.json,sha256:31939aa5daf1049d54ca0dcf99d9b3780ca4a0c475aaf3b314dbcf0bad994c00,evidence/studies/simulation/20260906T220009892Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-27-1x4-research-deploy-plan-v1-2990187e-5fff-4385-8394-5ff1db5a46f2-outcomes.json,sha256:6c1eb5967bf982305199bc88229296b100677aa945b26eef18c54f861ecf00b4
28,4,vertical_empire,2,greedy,baseline,13,0,,0,0,False,5,2,6,4,evidence/studies/simulation/20260906T220010232Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-28-1x4-baseline-cc151f37-6f58-4070-8d82-0b20b135e994.json,sha256:a8bd9b83c5a1757656dc8e1906764ef94884e6070e4da3b87c031367e446ede9,evidence/studies/simulation/20260906T220010232Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-28-1x4-baseline-cc151f37-6f58-4070-8d82-0b20b135e994-outcomes.json,sha256:bc56f93da61fbe569dfa4790ac8ff3c88d39cff8893b4725ddbf005aef8013fc
28,4,vertical_empire,2,greedy,infrastructure_plan_v1,25,1,3,2,6,True,9,4,5,4,evidence/studies/simulation/20260906T220010575Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-28-1x4-infrastructure-plan-v1-0d9d2696-44f5-4d11-a4a8-bc0c95ed1b29.json,sha256:d078e5a0a9e2512af5f6fb94cc94701e53655036d947ab314231aecd620d11d6,evidence/studies/simulation/20260906T220010575Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-28-1x4-infrastructure-plan-v1-0d9d2696-44f5-4d11-a4a8-bc0c95ed1b29-outcomes.json,sha256:745a096c3951fbca82c3fb57d37064fc1ed1a65fc1c4bb653a671558a1cdebd4
28,4,vertical_empire,2,greedy,research_deploy_plan_v1,18,0,,0,0,False,10,4,4,4,evidence/studies/simulation/20260906T220010913Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-28-1x4-research-deploy-plan-v1-53c12c2b-aa8e-4d87-bb16-2f8672ee6be9.json,sha256:8a13d01413922ec5e246668f8972cf43c3a7cc654964996e0c5af64442d944ae,evidence/studies/simulation/20260906T220010913Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-28-1x4-research-deploy-plan-v1-53c12c2b-aa8e-4d87-bb16-2f8672ee6be9-outcomes.json,sha256:4caff43ff77f60f285b234cd0f91147606a13354091c4c319128e9c62897da73
29,4,vertical_empire,2,weighted,baseline,18,0,,0,0,False,12,3,5,4,evidence/studies/simulation/20260906T220011273Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-29-1x4-baseline-9426c804-3649-4311-ae41-a9f7b30e03eb.json,sha256:1c96b30566bf85c2a753bc43c11719a2b565032a7dcd950eb04594702975563e,evidence/studies/simulation/20260906T220011273Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-29-1x4-baseline-9426c804-3649-4311-ae41-a9f7b30e03eb-outcomes.json,sha256:d6c5d17d7a3cb69f5f10818266a689894907098f2b4d1b8f313839d5572d4689
29,4,vertical_empire,2,weighted,infrastructure_plan_v1,20,1,3,2,6,False,7,3,5,4,evidence/studies/simulation/20260906T220011633Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-29-1x4-infrastructure-plan-v1-d744d787-6509-41a2-bf64-4da6f4ab3455.json,sha256:179528a899cd615a34863ccaf5d1ad7d2ef85dae6b2d927a6c7b3a9743fbad29,evidence/studies/simulation/20260906T220011633Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-29-1x4-infrastructure-plan-v1-d744d787-6509-41a2-bf64-4da6f4ab3455-outcomes.json,sha256:a89e986786b6715361d0516011dd81657e1a641c5c6698dba4ba0307060e387c
29,4,vertical_empire,2,weighted,research_deploy_plan_v1,23,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220011979Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-29-1x4-research-deploy-plan-v1-135138b6-7af5-414c-96e3-91ecaa9623fb.json,sha256:932ba3b6b9c5018a5377e475bd1f5476597410464f38eb2919465ab23672f313,evidence/studies/simulation/20260906T220011979Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-29-1x4-research-deploy-plan-v1-135138b6-7af5-414c-96e3-91ecaa9623fb-outcomes.json,sha256:406448879a401f821158fb6aea69bf60da745b3dbf58360dbe8e787898b35097
30,4,vertical_empire,3,greedy,baseline,17,0,,0,0,False,10,2,4,4,evidence/studies/simulation/20260906T220012314Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-30-1x4-baseline-987f549c-9c2b-415f-acde-76e3faab9fe0.json,sha256:6137e863d00e0f2d158b3efa7872c8751c1d0201d84853827471ecc71afc3854,evidence/studies/simulation/20260906T220012314Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-30-1x4-baseline-987f549c-9c2b-415f-acde-76e3faab9fe0-outcomes.json,sha256:435be35acec5811817840e38959321b2aa1183481bb336f34e0dfa9530ff7fc2
30,4,vertical_empire,3,greedy,infrastructure_plan_v1,34,1,3,2,6,True,12,4,4,4,evidence/studies/simulation/20260906T220012661Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-30-1x4-infrastructure-plan-v1-c7905162-b52e-43b3-92ee-4fa4e117960b.json,sha256:9dbc669c232b98f201727b2dce98b0a8d484e990959f6cfc7239e1d87c13afc5,evidence/studies/simulation/20260906T220012661Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-30-1x4-infrastructure-plan-v1-c7905162-b52e-43b3-92ee-4fa4e117960b-outcomes.json,sha256:e2201ea2dc94a22166180f5b437e9c1577336be390f7f95d8d413a11520a765b
30,4,vertical_empire,3,greedy,research_deploy_plan_v1,24,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220013009Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-30-1x4-research-deploy-plan-v1-e1d7f94f-d381-4b01-9329-fd4aab8e11a0.json,sha256:e0ea06d0305da3fdb94508d2bd5743b9a7e0242d635b01c150ad5bbf07c76529,evidence/studies/simulation/20260906T220013009Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-30-1x4-research-deploy-plan-v1-e1d7f94f-d381-4b01-9329-fd4aab8e11a0-outcomes.json,sha256:69520c7781d97bec1dba1472bce1140f1bc9ba90b055d8af19f170db79c0d35d
31,4,vertical_empire,3,weighted,baseline,10,0,,0,0,False,6,1,3,4,evidence/studies/simulation/20260906T220013374Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-31-1x4-baseline-aeba4e11-781e-4932-9493-5f655b2f0400.json,sha256:6c9bea24fe1288349c9c02c3fee70a2ab45577e571d236d4c8020384918170eb,evidence/studies/simulation/20260906T220013374Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-31-1x4-baseline-aeba4e11-781e-4932-9493-5f655b2f0400-outcomes.json,sha256:93dc7c39ee000118dd69469cd0a7b98e15495533754f63b76c8f02d94e36eff1
31,4,vertical_empire,3,weighted,infrastructure_plan_v1,14,0,3,2,6,False,4,2,4,4,evidence/studies/simulation/20260906T220013735Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-31-1x4-infrastructure-plan-v1-61e2a673-1e4f-4bad-a390-76f5dce952fc.json,sha256:dbca2a37da0e4fc562fe904a4b98ad2de9d35418d74414bad4c1a77bde8d84b3,evidence/studies/simulation/20260906T220013735Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-31-1x4-infrastructure-plan-v1-61e2a673-1e4f-4bad-a390-76f5dce952fc-outcomes.json,sha256:68ff3af1fe59484ed6fad854894697a64846107c645485dcdf453faa38226c06
31,4,vertical_empire,3,weighted,research_deploy_plan_v1,23,1,,0,0,False,12,3,6,4,evidence/studies/simulation/20260906T220014095Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-31-1x4-research-deploy-plan-v1-1ff0a3e6-70e2-43b7-ba93-674105ff41cd.json,sha256:4562f8df75719ad13ba73a46064e7b809b3a43f543f149ca717e4f723112bed2,evidence/studies/simulation/20260906T220014095Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-31-1x4-research-deploy-plan-v1-1ff0a3e6-70e2-43b7-ba93-674105ff41cd-outcomes.json,sha256:430bfdc9be036be4ab7809d1484ef0cbd0636301829c6566dd8e708affb75293
32,4,safety_laboratory,0,greedy,baseline,17,0,,0,0,False,7,2,6,4,evidence/studies/simulation/20260906T220014443Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-32-1x4-baseline-6d8fb82a-b003-4441-becd-2457cfdf0797.json,sha256:4c0fdfc0043792783d924248cefff7fed2f219f019b412c99a5e33c936405310,evidence/studies/simulation/20260906T220014443Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-32-1x4-baseline-6d8fb82a-b003-4441-becd-2457cfdf0797-outcomes.json,sha256:420aad56c43fbf2e6aaeb6d5d969eee4115fcdf4371661f5a351ac3972b26f9f
32,4,safety_laboratory,0,greedy,infrastructure_plan_v1,31,1,3,2,6,True,12,4,6,4,evidence/studies/simulation/20260906T220014792Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-32-1x4-infrastructure-plan-v1-d3d617be-7c0b-4a0f-9c6b-1cf1dddb2cd0.json,sha256:ac917b43ab99654d0a6bb50d069e1053d5871aea7de7527197006dc786e9e60a,evidence/studies/simulation/20260906T220014792Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-32-1x4-infrastructure-plan-v1-d3d617be-7c0b-4a0f-9c6b-1cf1dddb2cd0-outcomes.json,sha256:51bfc0f15111e848871f14ccb45fbb94aba936b08c17df9e4aa4f2301a85b0b3
32,4,safety_laboratory,0,greedy,research_deploy_plan_v1,22,1,,0,0,False,11,4,6,4,evidence/studies/simulation/20260906T220015142Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-32-1x4-research-deploy-plan-v1-9cc754fc-b865-4ede-8009-aec196436141.json,sha256:75f8ba83a63543bb83412d9a9a860621b1f5d2836f6b007daec62bf0e8bc515a,evidence/studies/simulation/20260906T220015142Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-32-1x4-research-deploy-plan-v1-9cc754fc-b865-4ede-8009-aec196436141-outcomes.json,sha256:18fd4929333264dc44f3485b0e128c382b9e1b7b11230f33c5ccd14d1e6e65c1
33,4,safety_laboratory,0,weighted,baseline,11,0,,0,0,False,7,1,6,4,evidence/studies/simulation/20260906T220015507Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-33-1x4-baseline-98261d35-debc-4af2-8492-985b0fe7d92e.json,sha256:ce75533705d5bd32e27c9cff0d3811904127ff708dea544ad50cc3b049129f2d,evidence/studies/simulation/20260906T220015507Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-33-1x4-baseline-98261d35-debc-4af2-8492-985b0fe7d92e-outcomes.json,sha256:26f4c359d46f090860a32dfca5375db0e4ea7787e7de2428e699d79af57220c1
33,4,safety_laboratory,0,weighted,infrastructure_plan_v1,18,0,4,1,3,False,8,4,6,4,evidence/studies/simulation/20260906T220015888Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-33-1x4-infrastructure-plan-v1-70e70945-b2ab-4bd1-9890-d638e6167baa.json,sha256:e65aaf95fe83cfb22ac0beefde7b596d84869292a44d74da0de67d8e3cc9dfd0,evidence/studies/simulation/20260906T220015888Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-33-1x4-infrastructure-plan-v1-70e70945-b2ab-4bd1-9890-d638e6167baa-outcomes.json,sha256:dde7145d028b58bc0f10bf84b7332112f968a0d6a0779b8742a3e03af7c1ca03
33,4,safety_laboratory,0,weighted,research_deploy_plan_v1,19,1,,0,0,False,11,4,5,4,evidence/studies/simulation/20260906T220016248Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-33-1x4-research-deploy-plan-v1-82109e33-4576-430e-ac06-c0838668dd62.json,sha256:edc99ed507a365208b0dae0448ceec7b3069c99457e6a1fb4421b62a46c4d047,evidence/studies/simulation/20260906T220016248Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-33-1x4-research-deploy-plan-v1-82109e33-4576-430e-ac06-c0838668dd62-outcomes.json,sha256:7f5b9cf0f37020110cdf9401f6388d951961527a1493113ec6793ddf7bfbe9e4
34,4,safety_laboratory,1,greedy,baseline,16,0,,0,0,False,7,2,6,4,evidence/studies/simulation/20260906T220016594Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-34-1x4-baseline-4389efec-9d71-4d91-9071-f88e829545e1.json,sha256:f2dcda0eb949f85d62fd05f7bf6df7f686e7e843f8cdd6724c54b9e5b7788516,evidence/studies/simulation/20260906T220016594Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-34-1x4-baseline-4389efec-9d71-4d91-9071-f88e829545e1-outcomes.json,sha256:c4079435d4a4fbf303d72e6eced8c1d59b76693564e2ca566500d6cd217ec934
34,4,safety_laboratory,1,greedy,infrastructure_plan_v1,28,1,3,2,6,True,9,4,6,4,evidence/studies/simulation/20260906T220016948Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-34-1x4-infrastructure-plan-v1-5cb1a856-f9b2-481e-9012-7a4b9495498b.json,sha256:be706e27c9df192de3c0383323aa0a902ad54967686027c445009628eb059558,evidence/studies/simulation/20260906T220016948Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-34-1x4-infrastructure-plan-v1-5cb1a856-f9b2-481e-9012-7a4b9495498b-outcomes.json,sha256:75b3655f258dc516c6638a89ff95d57fb0352c3606af62a5155f65a178c37e6e
34,4,safety_laboratory,1,greedy,research_deploy_plan_v1,24,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220017303Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-34-1x4-research-deploy-plan-v1-91f6ecd7-ddec-4863-81d5-45deb957ba36.json,sha256:df7064c6213a05fd3c27215272686a21f37f8e42cf95da98a567b24164da8f9c,evidence/studies/simulation/20260906T220017303Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-34-1x4-research-deploy-plan-v1-91f6ecd7-ddec-4863-81d5-45deb957ba36-outcomes.json,sha256:812f43be0c9a4dcbbb6c067ac256e26b644fa87c9bc66df26b1b4dc259c570a7
35,4,safety_laboratory,1,weighted,baseline,10,0,,0,0,False,3,1,6,4,evidence/studies/simulation/20260906T220017660Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-35-1x4-baseline-1fce9093-d44d-432f-95a1-f21e8e560bfc.json,sha256:f6f93d5521ffafa5e61244718be97920efffa7023f9bdd21f113a116a180832f,evidence/studies/simulation/20260906T220017660Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-35-1x4-baseline-1fce9093-d44d-432f-95a1-f21e8e560bfc-outcomes.json,sha256:8e77f2c8e01455588ed62eb14581488606cbac00c6769550cff9d889a2afa2f2
35,4,safety_laboratory,1,weighted,infrastructure_plan_v1,20,1,3,2,4,False,8,2,2,4,evidence/studies/simulation/20260906T220018011Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-35-1x4-infrastructure-plan-v1-0dc348de-6ab5-41ca-8c81-8652c4746548.json,sha256:1385fc7674244466f0f9005466febd3a39b83fce8778f5b3dd40ad476ba42efb,evidence/studies/simulation/20260906T220018011Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-35-1x4-infrastructure-plan-v1-0dc348de-6ab5-41ca-8c81-8652c4746548-outcomes.json,sha256:565b3488d616846afb2ac57a73965430802a6014fb221cc5da812ccfacea879b
35,4,safety_laboratory,1,weighted,research_deploy_plan_v1,18,1,,0,0,False,8,3,6,4,evidence/studies/simulation/20260906T220018369Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-35-1x4-research-deploy-plan-v1-d50c3aa6-05b0-4cd9-a9a7-baaef616f789.json,sha256:97092c51ff65381a8a7b50da4dd925ea00cdc618aeb59d51d61e48f2bee89981,evidence/studies/simulation/20260906T220018369Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-35-1x4-research-deploy-plan-v1-d50c3aa6-05b0-4cd9-a9a7-baaef616f789-outcomes.json,sha256:e629935f331ae15afa5957a6baad4a676dcbaca10ee3c8eca9a652e783d8d086
36,4,safety_laboratory,2,greedy,baseline,17,0,,0,0,False,10,2,6,4,evidence/studies/simulation/20260906T220018718Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-36-1x4-baseline-7278fcc7-290d-4c0a-b772-68370cbff514.json,sha256:e9a4f4a8aeaaa62aa9f5c571b39c428859229adc8145e7559dbf99114837bc21,evidence/studies/simulation/20260906T220018718Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-36-1x4-baseline-7278fcc7-290d-4c0a-b772-68370cbff514-outcomes.json,sha256:8870e79f9ae0dc4d5c8216a4b36785ea962b48d4069a5ad171fdeb23eb9c37f4
36,4,safety_laboratory,2,greedy,infrastructure_plan_v1,22,1,3,2,3,False,11,3,0,4,evidence/studies/simulation/20260906T220019103Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-36-1x4-infrastructure-plan-v1-7962f63d-9385-4ec3-86b4-20d83ee5a758.json,sha256:2be29d21aaaa4ad839ef7b23f8156b8853d007b285da4ea4862b7f7fbef6f536,evidence/studies/simulation/20260906T220019103Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-36-1x4-infrastructure-plan-v1-7962f63d-9385-4ec3-86b4-20d83ee5a758-outcomes.json,sha256:3d96554d8e3a3f3668b07771d5ac44c40e00f685bbb922418a505f6990b8e2c7
36,4,safety_laboratory,2,greedy,research_deploy_plan_v1,25,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220019452Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-36-1x4-research-deploy-plan-v1-d9e98deb-321c-4e8f-b57c-2ec0409da775.json,sha256:c998604ff2efc2ba4391d704ac396a719a07d79e6b59b5b5afa9dea6cd3747ec,evidence/studies/simulation/20260906T220019452Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-36-1x4-research-deploy-plan-v1-d9e98deb-321c-4e8f-b57c-2ec0409da775-outcomes.json,sha256:81078a98bd1ed28da147dc6a7b4816181584c1eee87cff7a206abf52e0d1abcd
37,4,safety_laboratory,2,weighted,baseline,16,0,,0,0,False,4,2,6,4,evidence/studies/simulation/20260906T220019798Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-37-1x4-baseline-2260dcd8-6a41-4fe3-8294-6ea333b6ce6b.json,sha256:e85558dbfabe72df49ea180e7a1a44408d2bb96c0994cac34a1a0d55ccac6ff6,evidence/studies/simulation/20260906T220019798Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-37-1x4-baseline-2260dcd8-6a41-4fe3-8294-6ea333b6ce6b-outcomes.json,sha256:6966d6a4ad947e12c7473f9875b20da7509bc6dcf53c1b4fd321118d668fb82a
37,4,safety_laboratory,2,weighted,infrastructure_plan_v1,17,0,,0,0,False,5,2,6,4,evidence/studies/simulation/20260906T220020144Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-37-1x4-infrastructure-plan-v1-3257a3d2-5196-4c44-83b0-476ee7cc630e.json,sha256:4e18f906d4df47dcd0c0ed3579f4ea3a8acdcb01f42c9982cdbb4ee5f1e12c02,evidence/studies/simulation/20260906T220020144Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-37-1x4-infrastructure-plan-v1-3257a3d2-5196-4c44-83b0-476ee7cc630e-outcomes.json,sha256:ed278e6f659475a748ea47ddb4a3bd935f759bd1232802af5c6fc457cdbadbfc
37,4,safety_laboratory,2,weighted,research_deploy_plan_v1,15,0,,0,0,False,5,2,6,4,evidence/studies/simulation/20260906T220020491Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-37-1x4-research-deploy-plan-v1-11cad294-429b-484a-b91c-3358e6e5655a.json,sha256:4771051cb46b9526c1f9726b858c2ac0df23c25f2f1451b9438b7a953647bd2e,evidence/studies/simulation/20260906T220020491Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-37-1x4-research-deploy-plan-v1-11cad294-429b-484a-b91c-3358e6e5655a-outcomes.json,sha256:00e3cb46f75c04401fb3d875245e79a11224b50ba2924ffc67e1a8fadeae2729
38,4,safety_laboratory,3,greedy,baseline,17,0,,0,0,False,8,2,6,4,evidence/studies/simulation/20260906T220020843Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-38-1x4-baseline-bcef7835-a7f3-4c4e-b136-10cecaefd0a7.json,sha256:e6bb9200f20731980c6d746e158bf8551178cf7927787e869f8e4a15eae871d5,evidence/studies/simulation/20260906T220020843Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-38-1x4-baseline-bcef7835-a7f3-4c4e-b136-10cecaefd0a7-outcomes.json,sha256:bbb335bf19a5697f3f349ddbd379cf9f39bedd787bf6c2d5f2003cec8fd9009c
38,4,safety_laboratory,3,greedy,infrastructure_plan_v1,22,1,3,2,6,False,8,3,6,4,evidence/studies/simulation/20260906T220021187Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-38-1x4-infrastructure-plan-v1-a94f7829-c9f9-4f4c-8ce9-70aa54d221c5.json,sha256:ee1aaa096aeec4d809fe22f34ab05f7877c63d18e264efc644e35c548d142f3e,evidence/studies/simulation/20260906T220021187Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-38-1x4-infrastructure-plan-v1-a94f7829-c9f9-4f4c-8ce9-70aa54d221c5-outcomes.json,sha256:3aab618a5abc1f8ecc0630e7c18041b57629308de14f6ec2b8d14cbb48b4a3ff
38,4,safety_laboratory,3,greedy,research_deploy_plan_v1,25,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220021525Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-38-1x4-research-deploy-plan-v1-d5956364-047a-42e7-9dbb-7fab9e4755c6.json,sha256:261229ce855147968560da0da3cbc3b0ff14d52b09e6a199af30a9304ff2a044,evidence/studies/simulation/20260906T220021525Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-38-1x4-research-deploy-plan-v1-d5956364-047a-42e7-9dbb-7fab9e4755c6-outcomes.json,sha256:e309f308095ef0d78ba040bbeb255a783b34dad8f1ec3ade2681e88c3becde7b
