run_name,run_root,run_status,summary_source,timestamp_utc,updated_utc,source_langs,target_langs,eval_dataset_labels,eval_dataset_paths,pair_count,pairs_input_spec,schedule,total_steps,sft_steps,distill_steps,lambda_kd,mu_triplet,kd_temperature,margin,teacher_model,student_model,resumed,resume_stage,resume_from,resume_from_exists,selected_checkpoint,selected_checkpoint_exists,selected_checkpoint_stage,selected_checkpoint_loss,summary_path,latest_stage_a_checkpoint,latest_stage_a_checkpoint_exists,latest_stage_b_checkpoint,latest_stage_b_checkpoint_exists,final_model,final_model_exists,student_model_exists,recommended_resume_from,artifact_health,artifact_note,dataset_label
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1,completed,train_summary,2026-07-08 02:55:10 UTC,2026-07-10 00:55:04 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,google/translategemma-4b-it,google/gemma-3-1b-it,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1/stage_a/checkpoint-004000,true,stage_a,0.0417,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1/train_summary.json,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1/stage_a/checkpoint-004000,true,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1/final,true,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_codexblend_pack06r10_pack08_v1/stage_a/checkpoint-004000,ok,,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1600_bf16_codexlow_pack06_replace10c_hfcacheauth_v1,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1600_bf16_codexlow_pack06_replace10c_hfcacheauth_v1,completed,train_summary,2026-07-08 01:36:54 UTC,2026-07-10 00:55:02 UTC,"en,es","en,es",,,1600,projects/distillation/translation/training_data/frozen_best5_refine/frozen_best5.p10/pack_06/frozen_best5.pack_06.replace10.compat.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,google/translategemma-4b-it,google/gemma-3-1b-it,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1600_bf16_codexlow_pack06_replace10c_hfcacheauth_v1/stage_a/checkpoint-004000,true,stage_a,0.1457,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1600_bf16_codexlow_pack06_replace10c_hfcacheauth_v1/train_summary.json,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1600_bf16_codexlow_pack06_replace10c_hfcacheauth_v1/stage_a/checkpoint-004000,true,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1600_bf16_codexlow_pack06_replace10c_hfcacheauth_v1/final,true,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1600_bf16_codexlow_pack06_replace10c_hfcacheauth_v1/stage_a/checkpoint-004000,ok,,frozen_best5.pack_06.replace10.compat.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1568_bf16_refine_pack04_random10c_failed_contract_20260312T234319Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1568_bf16_refine_pack04_random10c_failed_contract_20260312T234319Z,contract_only,run_contract,2026-03-12 23:42:12 UTC,2026-03-12 23:42:12 UTC,,,"external_wmt13_en_es_translation_benchmark_128,indomain_clean_merged_en_es_translation_benchmark_128","projects/distillation/translation/training_data/translate_distill_pairs.eval2_wmt13_enes_128.jsonl,projects/distillation/translation/training_data/translate_distill_pairs.eval3_indomain_clean_merged_128.jsonl",,projects/distillation/translation/training_data/frozen_best5_refine/frozen_best5.p10/pack_04/frozen_best5.pack_04.random10.jsonl,A_then_B,,,,,,,,,,false,none,none,,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1568_bf16_refine_pack04_random10c_failed_contract_20260312T234319Z/run_contract.txt,,,,,,,,,ok,,frozen_best5.pack_04.random10.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1568_bf16_refine_pack06_prune10,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1568_bf16_refine_pack06_prune10,contract_only,run_contract,2026-03-12 19:52:26 UTC,2026-03-12 19:52:26 UTC,,,"external_wmt13_en_es_translation_benchmark_128,indomain_clean_merged_en_es_translation_benchmark_128","projects/distillation/translation/training_data/translate_distill_pairs.eval2_wmt13_enes_128.jsonl,projects/distillation/translation/training_data/translate_distill_pairs.eval3_indomain_clean_merged_128.jsonl",,projects/distillation/translation/training_data/frozen_best5_refine/frozen_best5.p10/pack_06/frozen_best5.pack_06.prune10.jsonl,A_then_B,,,,,,,,,,false,none,none,,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1568_bf16_refine_pack06_prune10/run_contract.txt,,,,,,,,,ok,,frozen_best5.pack_06.prune10.jsonl
translategemma4b_es_en_gemma3_1b_parity_gpu500_20260312T1652Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_parity_gpu500_20260312T1652Z,contract_only,run_contract,2026-03-12 19:52:26 UTC,2026-03-12 19:52:26 UTC,,,external_wmt13_en_es_translation_benchmark_128,projects/distillation/translation/training_data/translate_distill_pairs.eval2_wmt13_enes_128.jsonl,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/inputs/train_pairs.rows1280.merged.jsonl,A_then_B,,,,,,,,,,false,none,none,,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_parity_gpu500_20260312T1652Z/run_contract.txt,,,,,,,,,ok,,train_pairs.rows1280.merged.jsonl
translategemma4b_es_en_gemma3_1b_parity_cpu500_20260312T1652Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_parity_cpu500_20260312T1652Z,contract_only,run_contract,2026-03-12 19:52:26 UTC,2026-03-12 19:52:26 UTC,,,external_wmt13_en_es_translation_benchmark_128,projects/distillation/translation/training_data/translate_distill_pairs.eval2_wmt13_enes_128.jsonl,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/inputs/train_pairs.rows1280.merged.jsonl,A_then_B,,,,,,,,,,false,none,none,,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_parity_cpu500_20260312T1652Z/run_contract.txt,,,,,,,,,ok,,train_pairs.rows1280.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows2240_bf16_confirm_best7,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows2240_bf16_confirm_best7,completed,train_summary,2026-03-12 18:11:46 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,2240,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows2240_bf16_confirm_best7/inputs/train_pairs.rows2240.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows2240_bf16_confirm_best7/stage_a/checkpoint-004000,false,stage_a,0.1914,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows2240_bf16_confirm_best7/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows2240_bf16_confirm_best7/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows2240.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4,completed,train_summary,2026-03-12 16:27:26 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1280,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/inputs/train_pairs.rows1280.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/stage_a/checkpoint-002000,true,stage_a,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/stage_a/checkpoint-002000,false,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/stage_a/checkpoint-004000,false,stage_a,0.1413,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1280_bf16_confirm_best4/final,false,false,,"resume_from_missing,selected_checkpoint_missing,student_model_missing",,train_pairs.rows1280.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T233133Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T233133Z,completed,train_summary,2026-03-11 23:56:32 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T233133Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T233133Z/stage_a/checkpoint-004000,false,stage_a,0.0694,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T233133Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T233133Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T225020Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T225020Z,completed,train_summary,2026-03-11 23:14:51 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T225020Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T225020Z/stage_a/checkpoint-004000,false,stage_a,0.1493,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T225020Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T225020Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T220906Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T220906Z,completed,train_summary,2026-03-11 22:33:38 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T220906Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T220906Z/stage_a/checkpoint-004000,false,stage_a,0.0828,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T220906Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T220906Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T212756Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T212756Z,completed,train_summary,2026-03-11 21:52:27 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T212756Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T212756Z/stage_a/checkpoint-004000,false,stage_a,0.0379,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T212756Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T212756Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T204640Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T204640Z,completed,train_summary,2026-03-11 21:11:15 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T204640Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T204640Z/stage_a/checkpoint-004000,false,stage_a,0.0326,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T204640Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T204640Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T200534Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T200534Z,completed,train_summary,2026-03-11 20:30:02 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T200534Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T200534Z/stage_a/checkpoint-004000,false,stage_a,0.0456,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T200534Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T200534Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T192425Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T192425Z,completed,train_summary,2026-03-11 19:48:54 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T192425Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T192425Z/stage_a/checkpoint-004000,false,stage_a,0.0519,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T192425Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T192425Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
orchestrator_manifests,projects/distillation/translation/runs/orchestrator_manifests,sparse,none,2026-03-11 19:24:25 UTC,2026-03-11 19:24:25 UTC,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,ok,,
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T180127Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T180127Z,completed,train_summary,2026-03-11 18:25:57 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T180127Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T180127Z/stage_a/checkpoint-004000,false,stage_a,0.0405,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T180127Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T180127Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T153419Z_rows1920_drop_04_07,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T153419Z_rows1920_drop_04_07,contract_only,run_contract,2026-03-11 16:02:20 UTC,2026-03-11 16:02:20 UTC,,,"external_wmt13_en_es_translation_benchmark_128,indomain_clean_merged_en_es_translation_benchmark_128","projects/distillation/translation/training_data/translate_distill_pairs.eval2_wmt13_enes_128.jsonl,projects/distillation/translation/training_data/translate_distill_pairs.eval3_indomain_clean_merged_128.jsonl",,"merge_jsonl(/home/x/deco/gamma/projects/distillation/translation/training_data/gold_shards_rebucketed/gold_rebucketed_320.pack_01.q97_4484.rows320.jsonl,projects/distillation/translation/training_data/gold_shards_rebucketed/gold_rebucketed_320.pack_02.q97_1397.rows320.jsonl,projects/distillation/translation/training_data/gold_shards_rebucketed/gold_rebucketed_320.pack_03.q96_4352.rows320.jsonl,projects/distillation/translation/training_data/gold_shards_rebucketed/gold_rebucketed_320.pack_05.q96_0642.rows320.jsonl,projects/distillation/translation/training_data/gold_shards_rebucketed/gold_rebucketed_320.pack_06.q95_9634.rows320.jsonl,projects/distillation/translation/training_data/gold_shards_rebucketed/gold_rebucketed_320.pack_08.q97_3716.rows320.jsonl)",A_then_B,,,,,,,,,,false,none,none,,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T153419Z_rows1920_drop_04_07/run_contract.txt,,,,,,,,,ok,,
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z,completed,train_summary,2026-03-11 13:19:49 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z/stage_a/checkpoint-002000,true,stage_a,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z/stage_a/checkpoint-002000,false,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z/stage_a/checkpoint-004000,false,stage_a,0.0800,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z/final,false,false,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T070121Z/stage_a/checkpoint-004000,"resume_from_missing,selected_checkpoint_missing,student_model_missing","Historical resume_from and student_model preserve the original launch provenance via checkpoint-002000, but that checkpoint was pruned after successful completion. Use checkpoint-004000 for any future on-disk load or resume.",train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T062002Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T062002Z,completed,train_summary,2026-03-11 06:44:35 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T062002Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T062002Z/stage_a/checkpoint-004000,false,stage_a,0.0506,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T062002Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T062002Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T053842Z,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T053842Z,completed,train_summary,2026-03-11 06:03:16 UTC,2026-03-12 19:52:26 UTC,"en,es","en,es",,,1920,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T053842Z/inputs/train_pairs.rows1920.merged.jsonl,A_then_B,4000,4000,0,0.0000,0.0000,1.0000,0.2000,/home/x/.cache/huggingface/hub/models--google--translategemma-4b-it/snapshots/10042cb0e6e7fdce748996a71dc3dc432a4e0c89,/home/x/.cache/huggingface/hub/models--google--gemma-3-1b-it/snapshots/dcc83ea841ab6100d6b47a070329e1ba4cf78752,false,None,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T053842Z/stage_a/checkpoint-004000,false,stage_a,0.0418,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T053842Z/train_summary.json,,,,,projects/distillation/translation/runs/translategemma4b_es_en_gemma3_1b_stagea_goldgrid_rows1920_bf16_20260311T053842Z/final,false,false,,"selected_checkpoint_missing,student_model_missing",,train_pairs.rows1920.merged.jsonl
